endTime,artistName,trackName,msPlayed
2024-02-01 16:43,Macklemore,Glorious (feat. Skylar Grey),159601
2024-02-02 12:10,Madison Beer,Spinnin,166916
2024-02-02 12:12,Madison Beer,Sweet Relief,161852
2024-02-02 12:16,Madison Beer,Envy the Leaves,199516
2024-02-02 12:19,Madison Beer,17,216960
2024-02-02 12:23,Madison Beer,Ryder,243114
2024-02-02 12:27,Shawn Mendes,In My Blood,211360
2024-02-02 12:27,Shawn Mendes,Can’t Imagine,16079
2024-02-02 12:30,Shawn Mendes,Honest,117322
2024-02-02 12:30,Shawn Mendes,Because I Had You,14923
2024-02-02 12:30,Shawn Mendes,When You're Ready,169586
2024-02-02 13:30,Matthew Mole,Take Yours,2240
2024-02-02 13:31,Macklemore,Glorious (feat. Skylar Grey),2900
2024-02-02 13:31,Rudimental,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",30530
2024-02-02 13:31,P!nk,Raise Your Glass,1190
2024-02-02 13:35,Alicia Keys,No One,236580
2024-02-02 13:35,Miley Cyrus,We Can't Stop,1380
2024-02-02 13:35,Bruno Mars,When I Was Your Man,1520
2024-02-02 13:39,mgk,Bad Things (with Camila Cabello),239293
2024-02-02 13:42,Hailee Steinfeld,Love Myself,218773
2024-02-02 13:45,Shawn Mendes,There's Nothing Holdin' Me Back,199440
2024-02-02 13:47,USHER,Love in This Club (feat. Young Jeezy),120302
2024-02-02 13:48,Bruno Mars,The Lazy Song,11930
2024-02-02 13:48,Hot Chelle Rae,Tonight Tonight,11950
2024-02-02 13:51,Jay Chou,稻香,223453
2024-02-02 13:55,Jay Chou,告白氣球,215146
2024-02-02 13:56,Jay Chou,七里香,73120
2024-02-02 18:38,¥$,VULTURES,3530
2024-02-02 18:41,Andy Grammer,Don't Give Up On Me,196187
2024-02-02 18:45,Andy Grammer,Fresh Eyes,198001
2024-02-02 18:47,SZA,Nobody Gets Me,171441
2024-02-02 18:50,Noah Kahan,Stick Season,182346
2024-02-02 18:53,Luke Combs,Lovin' On You,194866
2024-02-02 18:58,Elle King,Jersey Giant,266320
2024-02-02 19:01,Luke Combs,She Got the Best of Me,183160
2024-02-02 19:04,Luke Combs,Hurricane,222533
2024-02-02 19:07,Maren Morris,The Bones,197293
2024-02-02 19:11,Brett Young,Like I Loved You,207186
2024-02-02 19:14,Morgan Wallen,Tennessee Fan,198255
2024-02-02 19:22,Morgan Wallen,Money On Me,175158
2024-02-02 19:25,Morgan Wallen,Thinkin’ Bout Me,177387
2024-02-02 19:28,Morgan Wallen,Man Made A Bar (feat. Eric Church),191231
2024-02-02 19:31,Morgan Wallen,Dying Man,183466
2024-02-02 19:34,Morgan Wallen,Good Girl Gone Missin’,175031
2024-02-02 19:37,Morgan Wallen,Had It,199108
2024-02-02 19:39,Morgan Wallen,Me To Me,138958
2024-02-02 19:42,Morgan Wallen,F150-50,191634
