"name","lastModifiedDate","items__track__trackName","items__track__artistName","items__track__albumName","items__track__trackUri","items__episode","items__audiobook","items__localTrack","items__addedDate","description","numberOfFollowers"
"","","Powerglide (feat. Juicy J)","Rae Sremmurd","Powerglide (feat. Juicy J)","spotify:track:2yUbCEiaolfSMluDo9RMmG","null","null","null","2019-03-06","",""
"","","Stir Fry","Migos","Culture II","spotify:track:2UVbBKQOdFAekPTRsnkzcf","null","null","null","2019-03-06","",""
"","","Faucet Failure","Ski Mask The Slump God","STOKELEY","spotify:track:1ThmUihH9dF8EV08ku5AXN","null","null","null","2019-03-28","",""
"","","Burberry Headband","Lil Mosey","Northsbest","spotify:track:3k8M6cCVi3q0gthqFy7TLc","null","null","null","2019-04-03","",""
"","","Suge","DaBaby","Baby On Baby","spotify:track:2gwkD6igEhQbDQegRCcdoB","null","null","null","2019-05-22","",""
"","","Drowning (feat. Kodak Black)","A Boogie Wit da Hoodie","The Bigger Artist","spotify:track:1f5cbQtDrykjarZVrShaDI","null","null","null","2019-05-22","",""
"","","Pure Water (with Migos)","Mustard","Pure Water (with Migos)","spotify:track:63cd4JkwGgYJrbOizbfmsp","null","null","null","2019-05-29","",""
"","","Ransom","Lil Tecca","Ransom","spotify:track:1kBbgxAUc4HQv7cgIayIDH","null","null","null","2019-07-25","",""
"","","Antidote","Travis Scott","Rodeo","spotify:track:1wHZx0LgzFHyeIZkUydNXq","null","null","null","2020-03-28","",""
"","","The Real Slim Shady","Eminem","The Marshall Mathers LP","spotify:track:3yfqSUWxFvZELEM4PmlwIR","null","null","null","2020-03-28","",""
"","","Billie Jean","Michael Jackson","Thriller 25 Super Deluxe Edition","spotify:track:5ChkMS8OtdzJeqyybCc9R5","null","null","null","2020-03-28","",""
"","","Beat It","Michael Jackson","Thriller 25 Super Deluxe Edition","spotify:track:1OOtq8tRnDM8kG2gqUPjAj","null","null","null","2020-03-28","",""
"","","Thriller","Michael Jackson","Thriller 25 Super Deluxe Edition","spotify:track:3S2R0EVwBSAVMd5UMgKTL0","null","null","null","2020-03-28","",""
"","","We Are Young (feat. Janelle Monáe)","fun.","Some Nights","spotify:track:7a86XRg84qjasly9f6bPSD","null","null","null","2020-03-28","",""
"","","Some Nights","fun.","Some Nights","spotify:track:6t6oULCRS6hnI7rm0h5gwl","null","null","null","2020-03-28","",""
"","","Carry On","fun.","Some Nights","spotify:track:7gpy7sfWPNuOKmUNs3XQYE","null","null","null","2020-03-28","",""
"","","HIGHEST IN THE ROOM","Travis Scott","HIGHEST IN THE ROOM","spotify:track:3eekarcy7kvN4yt5ZFzltW","null","null","null","2020-03-28","",""
"","","EARFQUAKE","Tyler, The Creator","IGOR","spotify:track:5hVghJ4KaYES3BFUATCYn0","null","null","null","2020-03-28","",""
"","","Congratulations","Post Malone","Stoney","spotify:track:3a1lNhkSLSkpJE4MSHpDu9","null","null","null","2020-03-28","",""
"","","HUMBLE.","Kendrick Lamar","DAMN.","spotify:track:7KXjTSCq5nL1LoYtL7XAwS","null","null","null","2020-03-28","",""
"","","Young Dumb & Broke","Khalid","American Teen","spotify:track:5Z3GHaZ6ec9bsiI5BenrbY","null","null","null","2020-03-28","",""
"","","I Fall Apart","Post Malone","Stoney","spotify:track:75ZvA4QfFiZvzhj2xkaWAh","null","null","null","2020-03-28","",""
"","","Location","Khalid","American Teen","spotify:track:152lZdxL1OR0ZMW6KquMif","null","null","null","2020-03-28","",""
"","","Unforgettable","French Montana","Jungle Rules","spotify:track:3B54sVLJ402zGa6Xm4YGNe","null","null","null","2020-03-28","",""
"","","Trap Queen","Fetty Wap","Fetty Wap","spotify:track:2d8JP84HNLKhmd6IYOoupQ","null","null","null","2020-03-28","",""
"","","Panda","Desiigner","Panda","spotify:track:275a9yzwGB6ncAW4SxY7q3","null","null","null","2020-03-28","",""
"","","POWER","Kanye West","My Beautiful Dark Twisted Fantasy","spotify:track:2gZUPNdnz5Y45eiGxpHGSc","null","null","null","2020-03-28","",""
"","","Lean On (feat. MØ & DJ Snake)","Major Lazer","Peace Is The Mission","spotify:track:1qE47wUKG2juJwPoLqg4C9","null","null","null","2020-03-28","",""
"","","Wake Me Up","Avicii","True","spotify:track:4h8VwCb1MTGoLKueQ1WgbD","null","null","null","2020-03-28","",""
"","","Radioactive","Imagine Dragons","Night Visions","spotify:track:4G8gkOterJn0Ywt6uhqbhp","null","null","null","2020-03-28","",""
"","","Grenade","Bruno Mars","Doo-Wops & Hooligans","spotify:track:4lLtanYk6tkMvooU0tWzG8","null","null","null","2020-03-28","",""
"","","Hot N*gga","Bobby Shmurda","Hot N*gga","spotify:track:19gEmPjfqSZT0ulDRfjl0m","null","null","null","2020-03-28","",""
"","","Mask Off","Future","FUTURE","spotify:track:0VgkVdmE4gld66l8iyGjgx","null","null","null","2020-03-28","",""
"","","White Iverson","Post Malone","Stoney","spotify:track:6eT7xZZlB2mwyzJ2sUKG6w","null","null","null","2020-03-28","",""
"","","Hot Shower","Chance the Rapper","The Big Day","spotify:track:00ko9WaS4jOX1kEk3gvHjf","null","null","null","2020-03-28","",""
"","","Life Is Good (feat. Drake)","Future","Life Is Good (feat. Drake)","spotify:track:5yY9lUy8nbvjM1Uyo1Uqoc","null","null","null","2020-03-28","",""
"","","Bad Bad Bad (feat. Lil Baby)","Young Thug","So Much Fun","spotify:track:1GeNui6m825V8jP4uKiIaH","null","null","null","2020-03-28","",""
"","","Crushed Up","Future","Future Hndrxx Presents: The WIZRD","spotify:track:7wcyO1rrH3Ru4t659IjG41","null","null","null","2020-03-28","",""
"","","Rap God","Eminem","Rap God","spotify:track:6r027Faonff84hxFMjMbIH","null","null","null","2020-03-28","",""
"","","goosebumps","Travis Scott","Birds In The Trap Sing McKnight","spotify:track:6gBFPUFcJLzWGx4lenP6h2","null","null","null","2020-03-28","",""
"","","Walk It Talk It","Migos","Culture II","spotify:track:1jr1BnpXymcf2i97mTR8tJ","null","null","null","2020-03-28","",""
"","","P2","Lil Uzi Vert","Eternal Atake","spotify:track:3kW4z2pIj5VY5fLjBrMRL5","null","null","null","2020-03-28","",""
"","","No Stylist (feat. Drake)","French Montana","No Stylist","spotify:track:04MLEeAMuV9IlHEsD8vF6A","null","null","null","2020-03-28","",""
"","","DNA.","Kendrick Lamar","DAMN.","spotify:track:6HZILIRieu8S0iqY8kIKhj","null","null","null","2020-03-28","",""
"","","Nice For What","Drake","Scorpion","spotify:track:3CA9pLiwRIGtUBiMjbZmRw","null","null","null","2020-03-28","",""
"","","Believer","Imagine Dragons","Evolve","spotify:track:0pqnGHJpmpxLKifKRmU6WP","null","null","null","2020-03-28","",""
"","","Thunder","Imagine Dragons","Evolve","spotify:track:1zB4vmk8tFRmM9UULNzbLB","null","null","null","2020-03-28","",""
"","","Shots","Imagine Dragons","Smoke + Mirrors","spotify:track:64MmobYNviePoiaINMrbMn","null","null","null","2020-03-28","",""
"","","Smoke And Mirrors","Imagine Dragons","Smoke + Mirrors","spotify:track:5w5NylxR2K71isn84raTZh","null","null","null","2020-03-28","",""
"","","It's Time","Imagine Dragons","Night Visions","spotify:track:6BtmXhTJMM9sBTHeYYASGz","null","null","null","2020-03-29","",""
"","","Secrets","OneRepublic","Waking Up","spotify:track:4zweVv3Wa6XgexhoUOzkYs","null","null","null","2020-03-29","",""
"","","Centuries","Fall Out Boy","American Beauty/American Psycho","spotify:track:04aAxqtGp5pv12UXAg4pkq","null","null","null","2020-04-11","",""
"","","Haven't Met You Yet","Michael Bublé","Crazy Love","spotify:track:4iMdiQO0YJwEkWf8eI2wff","null","null","null","2020-04-11","",""
"","","Jordan Belfort","Wes Walker","Jordan Belfort","spotify:track:6qMXubogFdMrvVMJwqATzd","null","null","null","2020-04-11","",""
"","","Let It Rock","Kevin Rudolf","In The City","spotify:track:6TrNRd98WksT9Kkmx9uj6R","null","null","null","2020-04-11","",""
"","","Rather Be (feat. Jess Glynne)","Clean Bandit","Rather Be (feat. Jess Glynne)","spotify:track:3s4U7OHV7gnj42VV72eSZ6","null","null","null","2020-04-11","",""
"","","Blueberry Faygo","Lil Mosey","Certified Hitmaker","spotify:track:22LAwLoDA5b4AaGSkg6bKW","null","null","null","2020-04-11","",""
"","","The Time (Dirty Bit)","Black Eyed Peas","The Beginning","spotify:track:7vWFaMq63AwkFDhS2OAg5u","null","null","null","2020-04-12","",""
"","","Enjoy Yourself (feat. Karol G)","Pop Smoke","Shoot For The Stars Aim For The Moon","spotify:track:3NWrHCwvyII4fTx05PN3IO","null","null","null","2020-11-13","",""
"","","Trophies","Young Money","Rise Of An Empire","spotify:track:6HfOzLLjsaXsehIFEsrxTk","null","null","null","2020-12-26","",""
"","","Smooth Criminal - 2012 Remaster","Michael Jackson","Bad 25th Anniversary","spotify:track:2bCQHF9gdG5BNDVuEIEnNk","null","null","null","2020-12-26","",""
"","","Black or White","Michael Jackson","Dangerous","spotify:track:7EsjkelQuoUlJXEw7SeVV4","null","null","null","2020-12-26","",""
"","","They Don't Care About Us","Michael Jackson","HIStory - PAST, PRESENT AND FUTURE - BOOK I","spotify:track:3wuCCNCnBhJlwkIJTBZFiv","null","null","null","2020-12-26","",""
"","","Livin' On A Prayer","Bon Jovi","Slippery When Wet","spotify:track:37ZJ0p5Jm13JPevGcx4SkF","null","null","null","2020-12-26","",""
"","","Don't Stop Believin'","Journey","Escape","spotify:track:4bHsxqR3GMrXTxEPLuK5ue","null","null","null","2020-12-26","",""
"","","Stayin Alive","Bee Gees","How Can You Mend A Broken Heart","spotify:track:5ubvP9oKmxLUVq506fgLhk","null","null","null","2020-12-26","",""
"","","BORN IN THE USA","American Boys","Bruce Springsteen","spotify:track:0yJqMTbkajyRhmwSjCd8Kq","null","null","null","2020-12-26","",""
"","","Y.M.C.A.","Village People","Cruisin'","spotify:track:4YOJFyjqh8eAcbKFfv88mV","null","null","null","2020-12-26","",""
"","","U Can't Touch This","MC Hammer","Please Hammer Don't Hurt 'Em","spotify:track:1B75hgRqe7A4fwee3g3Wmu","null","null","null","2020-12-26","",""
"","","Bank Account","21 Savage","Issa Album","spotify:track:2fQrGHiQOvpL9UgPvtYy6G","null","null","null","2020-12-26","",""
"","","Nonstop","Drake","Scorpion","spotify:track:0TlLq3lA83rQOYtrqBqSct","null","null","null","2020-12-26","",""
"","","Mixed Personalities (feat. Kanye West)","YNW Melly","We All Shine","spotify:track:6vWEAOUSxohKxhp0K1BsxL","null","null","null","2020-12-26","",""
"","","Look At Me!","XXXTENTACION","Look At Me!","spotify:track:7floNISpH8VF4z4459Qo18","null","null","null","2020-12-26","",""
"","","Narcos","Migos","Culture II","spotify:track:0wbnC9AUenxp613TYaJsGK","null","null","null","2020-12-26","",""
"","","Bad and Boujee (feat. Lil Uzi Vert)","Migos","Culture","spotify:track:4Km5HrUvYTaSUfiSGPJeQR","null","null","null","2020-12-26","",""
"","","Slippery (feat. Gucci Mane)","Migos","Culture","spotify:track:6p8NuHm8uCGnn2Dtbtf7zE","null","null","null","2020-12-26","",""
"","","Mr. Clean","Yung Gravy","Snow Cougar","spotify:track:5GxnROd93Y7NGt2ci0TwBw","null","null","null","2020-12-26","",""
"","","1 Thot 2 Thot Red Thot Blue Thot","Yung Gravy","Snow Cougar","spotify:track:7LptQZjp5wgdYDQZPjOV9O","null","null","null","2020-12-26","",""
"","","6 Foot 7 Foot","Lil Wayne","Tha Carter IV","spotify:track:0z5ZPs57J2KERwM1tBM2GF","null","null","null","2020-12-26","",""
"","","Leave Me Alone","Flipp Dinero","LOVE FOR GUALA","spotify:track:6V7g6qM8wheMivMWrzbPTM","null","null","null","2020-12-26","",""
"","","Laugh Now Cry Later (feat. Lil Durk)","Drake","Laugh Now Cry Later (feat. Lil Durk)","spotify:track:2SAqBLGA283SUiwJ3xOUVI","null","null","null","2020-12-26","",""
"","","Money Longer","Lil Uzi Vert","Lil Uzi Vert vs. The World","spotify:track:0B8QzDH7YWih85V5SEMnyJ","null","null","null","2020-12-26","",""
"","","Till I Collapse","Eminem","The Eminem Show","spotify:track:4xkOaSrkexMciUUogZKVTS","null","null","null","2020-12-26","",""
"","","WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","Jack Harlow","WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne)","spotify:track:2MbdDtCv5LUVjYy9RuGTgC","null","null","null","2020-12-26","",""
"","","rockstar (feat. 21 Savage)","Post Malone","beerbongs & bentleys","spotify:track:0e7ipj03S05BNilyu5bRzt","null","null","null","2020-12-26","",""
"","","Candy Paint","Post Malone","beerbongs & bentleys","spotify:track:32lItqlMi4LBhb4k0BaSaC","null","null","null","2020-12-26","",""
"","","Mood (feat. iann dior)","24kGoldn","Mood (feat. iann dior)","spotify:track:3tjFYV6RSFtuktYl3ZtYcq","null","null","null","2020-12-26","",""
"","","PICK IT UP (feat. A$AP Rocky)","Famous Dex","Dex Meets Dexter","spotify:track:0dSIrRkA4PadGll16TgbnV","null","null","null","2020-12-26","",""
"","","I'm Upset","Drake","Scorpion","spotify:track:3qN5qMTKyEEmiTZD38BNTT","null","null","null","2020-12-26","",""
"","","Come & Go (with Marshmello)","Juice WRLD","Legends Never Die","spotify:track:2Y0wPrPQBrGhoLn14xRYCG","null","null","null","2020-12-26","",""
"","","P.Y.T. (Pretty Young Thing)","Michael Jackson","Thriller 25 Super Deluxe Edition","spotify:track:5lA3pwMkBdd24StM90QrNR","null","null","null","2020-12-27","",""
"","","Everybody Wants To Rule The World","Tears For Fears","Songs From The Big Chair","spotify:track:4RvWPyQ5RL0ao9LPZeSouE","null","null","null","2021-01-06","",""
"","","We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song] (feat. Jennifer Lopez & Claudia Leitte)","Pitbull","We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song] (feat. Jennifer Lopez & Claudia Leitte)","spotify:track:4pn0G7yHNfTgRYRWca8gYA","null","null","null","2021-02-07","",""
"","","Come with Me Now","KONGOS","Lunatic","spotify:track:2kWowW0k4oFymhkr7LmvzO","null","null","null","2021-02-10","",""
"","","King of Anything","Sara Bareilles","Kaleidoscope Heart","spotify:track:3VA8T3rNy5V24AXxNK5u9E","null","null","null","2021-02-19","",""
"","","Love Song","Sara Bareilles","Little Voice","spotify:track:4E6cwWJWZw2zWf7VFbH7wf","null","null","null","2021-02-21","",""
"","","She Will Be Loved - Radio Mix","Maroon 5","Songs About Jane: 10th Anniversary Edition","spotify:track:4llK75pXNWZz6KAho2Gp16","null","null","null","2021-02-21","",""
"","","A Thousand Miles","Vanessa Carlton","Be Not Nobody","spotify:track:4w1lzcaoZ1IC2K5TwjalRP","null","null","null","2021-02-21","",""
"","","Paper Planes","M.I.A.","Paper Planes","spotify:track:3ZlFUr0RBrUYYsmlcFvD0e","null","null","null","2021-02-21","",""
"","","You Found Me","The Fray","The Fray","spotify:track:4IoYz8XqqdowINzfRrFnhi","null","null","null","2021-02-21","",""
"","","Cooler Than Me - Single Mix","Mike Posner","Cooler Than Me","spotify:track:2MIqLCofYbazo7rXz5RErV","null","null","null","2021-02-21","",""
"","","Wanna Be Startin' Somethin'","Michael Jackson","Thriller 25 Super Deluxe Edition","spotify:track:2kulOHR2XY6YDZCWXb38hn","null","null","null","2021-03-04","",""
"","","Counting Stars","OneRepublic","Native","spotify:track:6sy3LkhNFjJWlaeSMNwQ62","null","null","null","2021-03-18","",""
"","","Bitter Sweet Symphony - Remastered 2016","The Verve","Urban Hymns","spotify:track:57iDDD9N9tTWe75x6qhStw","null","null","null","2021-03-19","",""
"","","Barbra Streisand","Duck Sauce","Quack","spotify:track:5WZXfM7kHpZi7Zi6XlFgGy","null","null","null","2021-03-19","",""
"","","The Lazy Song","Bruno Mars","Doo-Wops & Hooligans","spotify:track:1ExfPZEiahqhLyajhybFeS","null","null","null","2021-04-28","",""
"","","All Night","Big Boi","BOOMIVERSE","spotify:track:31wHBHqj66GhV4qXXl1MdI","null","null","null","2021-04-28","",""
"","","Marry You","Bruno Mars","Doo-Wops & Hooligans","spotify:track:22PMfvdz35fFKYnJyMn077","null","null","null","2021-04-28","",""
"","","Billionaire (feat. Bruno Mars)","Travie McCoy","Lazarus","spotify:track:2qPUnoasNe4Ep43emVXEig","null","null","null","2021-04-28","",""
"","","Portland","Drake","More Life","spotify:track:2bjwRfXMk4uRgOD9IBYl9h","null","null","null","2021-04-28","",""
"","","MotorSport","Migos","Culture II","spotify:track:4wFjTWCunQFKtukqrNijEt","null","null","null","2021-04-28","",""
"","","Life Goes On","Lil Baby","Harder Than Ever","spotify:track:2bSk87AVkCIIC3Bcligq1z","null","null","null","2021-04-28","",""
"","","Don't Stop 'Til You Get Enough","Michael Jackson","Off the Wall","spotify:track:46eu3SBuFCXWsPT39Yg3tJ","null","null","null","2021-04-28","",""
"","","Kiss","Prince","Parade - Music from the Motion Picture Under the Cherry Moon","spotify:track:62LJFaYihsdVrrkgUOJC05","null","null","null","2021-04-28","",""
"","","T-Shirt","Migos","Culture","spotify:track:7KOlJ92bu51cltsD9KU5I7","null","null","null","2021-04-28","",""
