artistName,segment,user_id
Blair,Previously Active Listeners,user_005
TOMORROW X TOGETHER,Previously Active Listeners,user_005
Nessly,Previously Active Listeners,user_005
Darci,Previously Active Listeners,user_005
Dusty Springfield,Previously Active Listeners,user_005
Landis,Previously Active Listeners,user_005
Alex M.,Previously Active Listeners,user_005
LCD Soundsystem,Previously Active Listeners,user_005
nunsi,Previously Active Listeners,user_005
Firebeatz,Previously Active Listeners,user_005
ILOVEMAKONNEN,Previously Active Listeners,user_005
Florian Picasso,Previously Active Listeners,user_005
Tiësto,Light listeners,user_005
Ralphy River,Previously Active Listeners,user_005
Lil Wayne,Light listeners,user_005
Alida,Previously Active Listeners,user_005
71 Digits,Previously Active Listeners,user_005
Mustard,Previously Active Listeners,user_005
Foals,Light listeners,user_005
Liam Palmer,Moderate listeners,user_005
Flo Rida,Previously Active Listeners,user_005
Freddie Gibbs,Light listeners,user_005
lucidbeatz,Previously Active Listeners,user_005
Branchez,Previously Active Listeners,user_005
QUE.,Previously Active Listeners,user_005
Tommy Capretto,Previously Active Listeners,user_005
Nathan Archie,Previously Active Listeners,user_005
Kideko,Previously Active Listeners,user_005
Jim-E Stack,Previously Active Listeners,user_005
HUGEL,Light listeners,user_005
Roger Sanchez,Previously Active Listeners,user_005
Wallows,Previously Active Listeners,user_005
Lil Tjay,Previously Active Listeners,user_005
Ray Dalton,Previously Active Listeners,user_005
diMaro,Light listeners,user_005
Badger,Previously Active Listeners,user_005
CDM Project,Previously Active Listeners,user_005
OMNOM,Previously Active Listeners,user_005
Bobby Raps,Light listeners,user_005
RICHIE ROZEX,Previously Active Listeners,user_005
Conrad Sewell,Previously Active Listeners,user_005
DJ Shadow,Previously Active Listeners,user_005
Iman Omari,Previously Active Listeners,user_005
Travis Porter,Previously Active Listeners,user_005
SICK LEGEND,Previously Active Listeners,user_005
KAROL G,Previously Active Listeners,user_005
SHELLS,Previously Active Listeners,user_005
Cloy,Previously Active Listeners,user_005
DTAILR,Previously Active Listeners,user_005
Major Lazer,Previously Active Listeners,user_005
Alok,Previously Active Listeners,user_005
Hurts,Previously Active Listeners,user_005
Migos,Light listeners,user_005
Showtek,Previously Active Listeners,user_005
Lucas Dekker,Previously Active Listeners,user_005
Jamie Jones,Previously Active Listeners,user_005
The White Stripes,Previously Active Listeners,user_005
Dyl,Previously Active Listeners,user_005
Desiigner,Previously Active Listeners,user_005
Marc Benjamin,Previously Active Listeners,user_005
Killer Mike,Previously Active Listeners,user_005
TWINSICK,Previously Active Listeners,user_005
InntRaw,Light listeners,user_005
Paul Woolford,Previously Active Listeners,user_005
Benjamin Diamond,Light listeners,user_005
Gnarls Barkley,Previously Active Listeners,user_005
Benny Morrell,Previously Active Listeners,user_005
Tempo Giusto,Previously Active Listeners,user_005
Alex Now (ES),Previously Active Listeners,user_005
T-Pain,Previously Active Listeners,user_005
ELVIS (Original Motion Picture Soundtrack),Previously Active Listeners,user_005
Only The Family,Previously Active Listeners,user_005
DRAM,Previously Active Listeners,user_005
Camden Cox,Previously Active Listeners,user_005
Muni Long,Previously Active Listeners,user_005
Iggy Pop,Previously Active Listeners,user_005
Foster The People,Previously Active Listeners,user_005
ÁSDÍS,Previously Active Listeners,user_005
AXMO,Previously Active Listeners,user_005
Micbeatz,Moderate listeners,user_005
DJ Junior (TW),Previously Active Listeners,user_005
The Pharcyde,Previously Active Listeners,user_005
070 Shake,Previously Active Listeners,user_005
DJ Snake,Previously Active Listeners,user_005
Benson,Previously Active Listeners,user_005
TOBi,Previously Active Listeners,user_005
Steve Edwards,Previously Active Listeners,user_005
Tommy Richman,Light listeners,user_005
Free Nationals,Previously Active Listeners,user_005
Kimbra,Previously Active Listeners,user_005
NLE Choppa,Previously Active Listeners,user_005
Fetty Wap,Previously Active Listeners,user_005
System Of A Down,Previously Active Listeners,user_005
Keala Settle,Previously Active Listeners,user_005
F.L.Y. (Fast Life Yungstaz),Previously Active Listeners,user_005
LF SYSTEM,Previously Active Listeners,user_005
Rema,Previously Active Listeners,user_005
Jena,Previously Active Listeners,user_005
HolyBrune,Light listeners,user_005
Digital Farm Animals,Previously Active Listeners,user_005
Julia Church,Light listeners,user_005
James Hurr,Light listeners,user_005
Gala,Previously Active Listeners,user_005
Roy Jones Jr.,Previously Active Listeners,user_005
Galwaro,Previously Active Listeners,user_005
Merk & Kremont,Previously Active Listeners,user_005
Delux,Light listeners,user_005
Disco Lines,Light listeners,user_005
Eli Samuel,Previously Active Listeners,user_005
Don Diablo,Moderate listeners,user_005
Robin Schulz,Previously Active Listeners,user_005
Elizabeth Gandolfo,Previously Active Listeners,user_005
John Summit,Moderate listeners,user_005
Jazz Cartier,Previously Active Listeners,user_005
A-Trak,Previously Active Listeners,user_005
Daniel Caesar,Previously Active Listeners,user_005
Lupe Fiasco,Previously Active Listeners,user_005
graves,Previously Active Listeners,user_005
Chris Lake,Light listeners,user_005
Olive Oil,Previously Active Listeners,user_005
Omer Adam,Previously Active Listeners,user_005
Chance the Rapper,Light listeners,user_005
RAYE,Previously Active Listeners,user_005
Elliot Schooling,Moderate listeners,user_005
CALVO,Previously Active Listeners,user_005
Boston Bun,Previously Active Listeners,user_005
Connie Constance,Previously Active Listeners,user_005
Sofi Tukker,Previously Active Listeners,user_005
Kaleena Zanders,Light listeners,user_005
Felguk,Previously Active Listeners,user_005
Sam Smith,Previously Active Listeners,user_005
Rome Fortune,Moderate listeners,user_005
La Bouche,Previously Active Listeners,user_005
DJ Cassidy,Previously Active Listeners,user_005
Candi Staton,Previously Active Listeners,user_005
Très Mortimer,Previously Active Listeners,user_005
Carlita,Previously Active Listeners,user_005
Pop Smoke,Previously Active Listeners,user_005
Sunday Scaries,Light listeners,user_005
Sting,Previously Active Listeners,user_005
Ice Cube,Light listeners,user_005
Sian-Lee,Light listeners,user_005
Finn.,Previously Active Listeners,user_005
Ghostluvme,Previously Active Listeners,user_005
Black Star,Previously Active Listeners,user_005
Crankdat,Previously Active Listeners,user_005
La Roux,Previously Active Listeners,user_005
Leo Stannard,Previously Active Listeners,user_005
Kerri Chandler,Previously Active Listeners,user_005
Brian Eno,Previously Active Listeners,user_005
49th & Main,Previously Active Listeners,user_005
Ferreck Dawn,Light listeners,user_005
Joey Newcomb,Previously Active Listeners,user_005
Bekon,Previously Active Listeners,user_005
Valentino Khan,Previously Active Listeners,user_005
JADED,Super Listeners,user_005
PnB Rock,Previously Active Listeners,user_005
Kaz James,Previously Active Listeners,user_005
Leven Kali,Previously Active Listeners,user_005
KronoMuzik,Previously Active Listeners,user_005
Ran-D,Previously Active Listeners,user_005
Robbie Rivera,Previously Active Listeners,user_005
Azari & III,Moderate listeners,user_005
Varun Jain,Previously Active Listeners,user_005
Daav One,Previously Active Listeners,user_005
Bastille,Previously Active Listeners,user_005
TOBEHONEST,Previously Active Listeners,user_005
Martin Garrix,Light listeners,user_005
Wali Da Great,Previously Active Listeners,user_005
Fountains Of Wayne,Previously Active Listeners,user_005
PAX,Previously Active Listeners,user_005
Kim Petras,Previously Active Listeners,user_005
Deorro,Previously Active Listeners,user_005
The Foundations,Previously Active Listeners,user_005
Yaisel LM,Previously Active Listeners,user_005
ODESZA,Previously Active Listeners,user_005
Playboi Carti,Moderate listeners,user_005
L.I.T,Previously Active Listeners,user_005
Borai & Denham Audio,Previously Active Listeners,user_005
Peggy Gou,Previously Active Listeners,user_005
Ms. Lauryn Hill,Previously Active Listeners,user_005
Dayvi,Previously Active Listeners,user_005
Summer Hits,Previously Active Listeners,user_005
Miane,Previously Active Listeners,user_005
The Griswolds,Previously Active Listeners,user_005
Me & My Monkey,Previously Active Listeners,user_005
Ranger Trucco,Previously Active Listeners,user_005
Amanda Reifer,Previously Active Listeners,user_005
Torren Foot,Previously Active Listeners,user_005
Cash Cash,Previously Active Listeners,user_005
Duskus,Previously Active Listeners,user_005
Notre Dame,Light listeners,user_005
Max Styler,Previously Active Listeners,user_005
Taiki Nulight,Previously Active Listeners,user_005
Lud Foe,Previously Active Listeners,user_005
Alexis Roberts,Previously Active Listeners,user_005
Lil Pump,Previously Active Listeners,user_005
DNMO,Previously Active Listeners,user_005
Trevor Spitta,Previously Active Listeners,user_005
Brando,Previously Active Listeners,user_005
Wuki,Light listeners,user_005
Red Hot Chili Peppers,Previously Active Listeners,user_005
Fafaq,Previously Active Listeners,user_005
Simian,Previously Active Listeners,user_005
Nate Dogg,Light listeners,user_005
Carlyle Fraser,Previously Active Listeners,user_005
Jend,Moderate listeners,user_005
PNAU,Previously Active Listeners,user_005
MAKJ,Previously Active Listeners,user_005
Paco,Previously Active Listeners,user_005
M.I.A.,Light listeners,user_005
Inpetto,Previously Active Listeners,user_005
Nancy Sinatra,Previously Active Listeners,user_005
Sia,Previously Active Listeners,user_005
Gil Scott-Heron,Previously Active Listeners,user_005
Ricky Razu,Previously Active Listeners,user_005
Starjunk 95,Previously Active Listeners,user_005
David Guetta,Moderate listeners,user_005
DJ Drama,Light listeners,user_005
Volt,Previously Active Listeners,user_005
Big Lee,Previously Active Listeners,user_005
Mr. Probz,Previously Active Listeners,user_005
Hether,Previously Active Listeners,user_005
Teezo Touchdown,Previously Active Listeners,user_005
Goodboys,Light listeners,user_005
Kazy Lambist,Previously Active Listeners,user_005
Foggieraw,Light listeners,user_005
Gamblers,Previously Active Listeners,user_005
Karen Harding,Previously Active Listeners,user_005
Bas Roos,Previously Active Listeners,user_005
Dexys Midnight Runners,Previously Active Listeners,user_005
Raffaella Carrà,Light listeners,user_005
Hannah Laing,Previously Active Listeners,user_005
LUM!X,Light listeners,user_005
Consequence,Light listeners,user_005
Avancada,Previously Active Listeners,user_005
Endless Summer,Previously Active Listeners,user_005
Saba,Light listeners,user_005
Weezer,Previously Active Listeners,user_005
Deante' Hitchcock,Previously Active Listeners,user_005
Yellow Claw,Previously Active Listeners,user_005
Mike Williams,Previously Active Listeners,user_005
The Proclaimers,Previously Active Listeners,user_005
Nyck Caution,Previously Active Listeners,user_005
Marc van Damme,Previously Active Listeners,user_005
Noodles,Previously Active Listeners,user_005
Charlie Iapicone,Previously Active Listeners,user_005
Mella Dee,Light listeners,user_005
Allan Rayman,Previously Active Listeners,user_005
Erik Bandt,Previously Active Listeners,user_005
Chris Lorenzo,Moderate listeners,user_005
Andromedik,Previously Active Listeners,user_005
AK-47,Previously Active Listeners,user_005
Rich The Kid,Previously Active Listeners,user_005
Tony Romera,Moderate listeners,user_005
K Life,Previously Active Listeners,user_005
Plastic Bertrand,Previously Active Listeners,user_005
Amadou & Mariam,Light listeners,user_005
redveil,Previously Active Listeners,user_005
FineArt,Previously Active Listeners,user_005
boy pablo,Previously Active Listeners,user_005
StaySolidRocky,Previously Active Listeners,user_005
LUCKI,Previously Active Listeners,user_005
Dr. Fresch,Previously Active Listeners,user_005
Sebastien Drums,Previously Active Listeners,user_005
Geek Music,Previously Active Listeners,user_005
Crunkz,Previously Active Listeners,user_005
Rick Ross,Previously Active Listeners,user_005
Dee Watkins,Previously Active Listeners,user_005
Gabss,Light listeners,user_005
Mos Def,Light listeners,user_005
Duke Dumont,Moderate listeners,user_005
Gucci Mane,Previously Active Listeners,user_005
US Military Bands,Previously Active Listeners,user_005
Topic,Light listeners,user_005
Orelsan,Previously Active Listeners,user_005
Anderson .Paak,Light listeners,user_005
Stromae,Previously Active Listeners,user_005
Ahmed Spins,Previously Active Listeners,user_005
Jacquees,Previously Active Listeners,user_005
RobbieG,Previously Active Listeners,user_005
OneRepublic,Light listeners,user_005
Phoenix,Light listeners,user_005
Madlib,Light listeners,user_005
Jess Glynne,Light listeners,user_005
BICEP,Light listeners,user_005
Don Omar,Previously Active Listeners,user_005
VASSY,Previously Active Listeners,user_005
Bruno Be,Previously Active Listeners,user_005
PALASTIC,Previously Active Listeners,user_005
Fivio Foreign,Previously Active Listeners,user_005
FARR,Previously Active Listeners,user_005
HoneyLuv,Previously Active Listeners,user_005
BROCKHAMPTON,Light listeners,user_005
K Theory,Previously Active Listeners,user_005
Shermanology,Previously Active Listeners,user_005
Cumbiafrica,Previously Active Listeners,user_005
Nicky Youre,Previously Active Listeners,user_005
Wolfpack,Light listeners,user_005
Souls Of Mischief,Previously Active Listeners,user_005
Hollaphonic,Previously Active Listeners,user_005
Thouxanbanfauni,Previously Active Listeners,user_005
ASTRE,Previously Active Listeners,user_005
M-High,Previously Active Listeners,user_005
Nice Guys,Previously Active Listeners,user_005
Ultra Naté,Previously Active Listeners,user_005
COBRAH,Previously Active Listeners,user_005
CID,Previously Active Listeners,user_005
Max Kaluza,Previously Active Listeners,user_005
TAICHU,Previously Active Listeners,user_005
Excision,Previously Active Listeners,user_005
CZARFACE,Light listeners,user_005
Vintage Culture,Previously Active Listeners,user_005
Axwell,Previously Active Listeners,user_005
Ayo & Teo,Previously Active Listeners,user_005
Luude,Previously Active Listeners,user_005
Etta James,Previously Active Listeners,user_005
Keanu Silva,Previously Active Listeners,user_005
Brandyn Burnette,Previously Active Listeners,user_005
Agents Of Time,Previously Active Listeners,user_005
Chloé Caillet,Previously Active Listeners,user_005
Bob Sinclar,Previously Active Listeners,user_005
TiaCorine,Previously Active Listeners,user_005
Mustard,Previously Active Listeners,user_005
Like Mike,Previously Active Listeners,user_005
Lipps Inc.,Previously Active Listeners,user_005
Poppy Baskcomb,Previously Active Listeners,user_005
Denzel Curry,Light listeners,user_005
SEB,Previously Active Listeners,user_005
Dombresky,Moderate listeners,user_005
Fake Blood,Light listeners,user_005
Mike WiLL Made-It,Previously Active Listeners,user_005
Big K.R.I.T.,Previously Active Listeners,user_005
The Sponges,Moderate listeners,user_005
Joe Taylor,Previously Active Listeners,user_005
Shakewell,Light listeners,user_005
Skrillex,Light listeners,user_005
Lil Blessin,Previously Active Listeners,user_005
lilbubblegum,Previously Active Listeners,user_005
MYLØ,Previously Active Listeners,user_005
CEO Trayle,Previously Active Listeners,user_005
King Harvest,Previously Active Listeners,user_005
Michel Zitron,Previously Active Listeners,user_005
Ty Dolla $ign,Previously Active Listeners,user_005
Oliver Tree,Previously Active Listeners,user_005
Josh Butler,Previously Active Listeners,user_005
Blasterjaxx,Previously Active Listeners,user_005
Colossi Rah,Previously Active Listeners,user_005
Lord Flacko,Previously Active Listeners,user_005
Macklemore,Light listeners,user_005
A Tribe Called Quest,Previously Active Listeners,user_005
Slow Motion,Previously Active Listeners,user_005
Jadu Jadu,Previously Active Listeners,user_005
Taio Cruz,Light listeners,user_005
Ansun,Previously Active Listeners,user_005
Purple Disco Machine,Super Listeners,user_005
Twin Diplomacy,Previously Active Listeners,user_005
Riordan,Moderate listeners,user_005
Mark Ronson,Previously Active Listeners,user_005
Zedd,Previously Active Listeners,user_005
Bella Boo,Previously Active Listeners,user_005
SahBabii,Light listeners,user_005
FREAKY,Previously Active Listeners,user_005
AntsLive,Previously Active Listeners,user_005
Htiekal,Previously Active Listeners,user_005
Declan McKenna,Light listeners,user_005
Abdul Cisse,Light listeners,user_005
Oluwadamvic,Light listeners,user_005
Jay Pryor,Previously Active Listeners,user_005
CHANEY,Previously Active Listeners,user_005
THE SCOTTS,Previously Active Listeners,user_005
Milky Chance,Previously Active Listeners,user_005
Becky Hill,Previously Active Listeners,user_005
The Animals,Previously Active Listeners,user_005
A$AP Mob,Light listeners,user_005
Bass Santana,Previously Active Listeners,user_005
Nyaruach,Previously Active Listeners,user_005
Myd,Light listeners,user_005
[Kyle Davis],Light listeners,user_005
Soul Speech,Previously Active Listeners,user_005
WEEDMANE,Light listeners,user_005
MED,Previously Active Listeners,user_005
Nonô,Previously Active Listeners,user_005
Nothing But Thieves,Light listeners,user_005
Caroline Byrne,Previously Active Listeners,user_005
The Stickmen Project,Previously Active Listeners,user_005
El Profesor,Previously Active Listeners,user_005
SMILEZ,Previously Active Listeners,user_005
Ice Spice,Previously Active Listeners,user_005
LissA,Previously Active Listeners,user_005
Jean Tonique,Previously Active Listeners,user_005
The Outfield,Previously Active Listeners,user_005
The Avalanches,Light listeners,user_005
Enrico Mantini,Previously Active Listeners,user_005
MKJ,Previously Active Listeners,user_005
Buckner & Garcia,Previously Active Listeners,user_005
What So Not,Previously Active Listeners,user_005
CeeLo Green,Previously Active Listeners,user_005
Tchami,Previously Active Listeners,user_005
Vansire,Previously Active Listeners,user_005
The Game,Moderate listeners,user_005
So Many Wizards,Previously Active Listeners,user_005
Supershy,Light listeners,user_005
Loud Luxury,Previously Active Listeners,user_005
Calypso Rose,Previously Active Listeners,user_005
MGMT,Previously Active Listeners,user_005
Ruel,Light listeners,user_005
Empire Of The Sun,Previously Active Listeners,user_005
James Carter,Previously Active Listeners,user_005
Blair Muir,Moderate listeners,user_005
HEDEGAARD,Previously Active Listeners,user_005
T-Dre,Light listeners,user_005
Erd1,Previously Active Listeners,user_005
Chrome Sparks,Previously Active Listeners,user_005
Lil Skies,Previously Active Listeners,user_005
Eliza Rose,Light listeners,user_005
IVORY,Previously Active Listeners,user_005
Jax Jones,Light listeners,user_005
"Tyler, The Creator",Moderate listeners,user_005
YFN Lucci,Previously Active Listeners,user_005
¥$,Previously Active Listeners,user_005
BJ The Chicago Kid,Previously Active Listeners,user_005
Doorly,Previously Active Listeners,user_005
SaberZ,Previously Active Listeners,user_005
Retrib,Previously Active Listeners,user_005
Various US Military Bands,Previously Active Listeners,user_005
Riton,Previously Active Listeners,user_005
Gorgon City,Previously Active Listeners,user_005
binki,Previously Active Listeners,user_005
Buitano,Light listeners,user_005
Stevie Wonder,Previously Active Listeners,user_005
Lost Frequencies,Light listeners,user_005
Conway the Machine,Previously Active Listeners,user_005
Arno Cost,Previously Active Listeners,user_005
FORTELLA,Previously Active Listeners,user_005
Hilight Tribe,Light listeners,user_005
Wiz Khalifa,Previously Active Listeners,user_005
Justice,Light listeners,user_005
Evalyn,Light listeners,user_005
Key Glock,Light listeners,user_005
Jessie J,Previously Active Listeners,user_005
camoufly,Previously Active Listeners,user_005
The Beatles,Previously Active Listeners,user_005
Timmy Trumpet,Light listeners,user_005
DD Osama,Previously Active Listeners,user_005
Skylar Grey,Light listeners,user_005
Kungs,Light listeners,user_005
Estelle,Light listeners,user_005
Omnya,Previously Active Listeners,user_005
Nas Elmes,Previously Active Listeners,user_005
Ina Wroldsen,Light listeners,user_005
220 KID,Previously Active Listeners,user_005
Little Sis Nora,Previously Active Listeners,user_005
Tears For Fears,Previously Active Listeners,user_005
Mark Broom,Previously Active Listeners,user_005
Overmono,Previously Active Listeners,user_005
RBD,Previously Active Listeners,user_005
Piero Pirupa,Previously Active Listeners,user_005
Band of Horses,Previously Active Listeners,user_005
Southside,Previously Active Listeners,user_005
Baxter Dury,Previously Active Listeners,user_005
Wet,Previously Active Listeners,user_005
Shamoryo,Previously Active Listeners,user_005
Da Hool,Previously Active Listeners,user_005
Jeremih,Previously Active Listeners,user_005
Marshmello,Previously Active Listeners,user_005
Ofenbach,Light listeners,user_005
Young Dolph,Light listeners,user_005
RBZ,Previously Active Listeners,user_005
Francois,Previously Active Listeners,user_005
Sauce Walka,Previously Active Listeners,user_005
Jordan Shaw,Previously Active Listeners,user_005
Still Woozy,Previously Active Listeners,user_005
James Blake,Previously Active Listeners,user_005
THNDERZ,Previously Active Listeners,user_005
Boombox Cartel,Previously Active Listeners,user_005
Gucci Mane & Waka Flocka Flame,Previously Active Listeners,user_005
Rhye,Previously Active Listeners,user_005
Lexer,Previously Active Listeners,user_005
Masove,Previously Active Listeners,user_005
Jayda G,Previously Active Listeners,user_005
Nigo,Light listeners,user_005
Jaydonclover,Previously Active Listeners,user_005
Toomas,Previously Active Listeners,user_005
Mau P,Light listeners,user_005
Farruko,Previously Active Listeners,user_005
Bugzy Malone,Previously Active Listeners,user_005
Musique Boutique,Previously Active Listeners,user_005
Bonn,Previously Active Listeners,user_005
Future,Moderate listeners,user_005
Louis Benton,Previously Active Listeners,user_005
Sam & Dave,Previously Active Listeners,user_005
Ombre2Choc Nation,Previously Active Listeners,user_005
Steve Lacy,Previously Active Listeners,user_005
Asha,Previously Active Listeners,user_005
Eiffel 65,Previously Active Listeners,user_005
KinAhau,Previously Active Listeners,user_005
Retrowaves,Light listeners,user_005
Belters Only,Previously Active Listeners,user_005
Phil Jay,Previously Active Listeners,user_005
Pond,Light listeners,user_005
danicpeepner,Previously Active Listeners,user_005
JORDY,Previously Active Listeners,user_005
Billy Joel,Previously Active Listeners,user_005
SG Lewis,Previously Active Listeners,user_005
Cuartero,Previously Active Listeners,user_005
KIDS SEE GHOSTS,Previously Active Listeners,user_005
TS7,Previously Active Listeners,user_005
O.T. Genasis,Previously Active Listeners,user_005
BUNT.,Previously Active Listeners,user_005
Maverick Sabre,Previously Active Listeners,user_005
Kyle Edwards,Previously Active Listeners,user_005
Sam Divine,Previously Active Listeners,user_005
Flowdan,Previously Active Listeners,user_005
21 Lil Harold,Previously Active Listeners,user_005
Mura Masa,Previously Active Listeners,user_005
Miggy Dela Rosa,Previously Active Listeners,user_005
Poopy Man,Previously Active Listeners,user_005
DJ Belite,Previously Active Listeners,user_005
Abel Balder,Previously Active Listeners,user_005
Lynyrd Skynyrd,Previously Active Listeners,user_005
Kx5,Light listeners,user_005
John Martin,Previously Active Listeners,user_005
Yotto,Previously Active Listeners,user_005
Remi Wolf,Previously Active Listeners,user_005
The Vamps,Previously Active Listeners,user_005
Wifisfuneral,Previously Active Listeners,user_005
DubVision,Previously Active Listeners,user_005
Ossey James,Light listeners,user_005
Francis Mercier,Light listeners,user_005
die together in venus,Previously Active Listeners,user_005
A Touch Of Class,Previously Active Listeners,user_005
Hardsoul,Previously Active Listeners,user_005
MALUGI,Previously Active Listeners,user_005
Never Dull,Previously Active Listeners,user_005
Sebastian Ingrosso,Previously Active Listeners,user_005
DJ Daddy Trance,Previously Active Listeners,user_005
Kevin de Vries,Previously Active Listeners,user_005
Talib Kweli,Light listeners,user_005
Parson James,Previously Active Listeners,user_005
Silver Panda,Previously Active Listeners,user_005
Sammy Virji,Light listeners,user_005
Rick Astley,Previously Active Listeners,user_005
Marc Rebillet,Previously Active Listeners,user_005
Rampa,Previously Active Listeners,user_005
NOTION,Previously Active Listeners,user_005
Jx.Zero,Previously Active Listeners,user_005
Riot Shift,Previously Active Listeners,user_005
Eric Church,Previously Active Listeners,user_005
Vincent,Previously Active Listeners,user_005
Queen,Previously Active Listeners,user_005
Ro$ama,Previously Active Listeners,user_005
KOKO.IT,Previously Active Listeners,user_005
Ella Eyre,Previously Active Listeners,user_005
Dubdogz,Previously Active Listeners,user_005
Jay Dunham,Previously Active Listeners,user_005
MEARSY,Previously Active Listeners,user_005
USHER,Previously Active Listeners,user_005
2 Chainz,Light listeners,user_005
DJ S.K.T,Previously Active Listeners,user_005
WWE,Previously Active Listeners,user_005
Blinders,Previously Active Listeners,user_005
JACKBOYS,Previously Active Listeners,user_005
Nicky Romero,Light listeners,user_005
Graham Bell,Previously Active Listeners,user_005
Pell,Previously Active Listeners,user_005
Dakota,Previously Active Listeners,user_005
BIJOU,Previously Active Listeners,user_005
Armin van Buuren ASOT Radio,Previously Active Listeners,user_005
$NOT,Previously Active Listeners,user_005
Aerosmith,Previously Active Listeners,user_005
Daryl Hall & John Oates,Previously Active Listeners,user_005
Yung Pinch,Previously Active Listeners,user_005
Rave Republic,Previously Active Listeners,user_005
Green Velvet,Moderate listeners,user_005
warner case,Previously Active Listeners,user_005
Myke Towers,Previously Active Listeners,user_005
Tujamo,Previously Active Listeners,user_005
KISS,Light listeners,user_005
VIZE,Previously Active Listeners,user_005
J. Worra,Light listeners,user_005
Sub Urban,Previously Active Listeners,user_005
Kflakk,Previously Active Listeners,user_005
Smino,Light listeners,user_005
Two Door Cinema Club,Previously Active Listeners,user_005
Bipolar Sunshine,Previously Active Listeners,user_005
B Beat Girls,Previously Active Listeners,user_005
GENESI,Previously Active Listeners,user_005
Agatino Romero,Light listeners,user_005
TORYONTHEBEAT,Previously Active Listeners,user_005
King Von,Previously Active Listeners,user_005
Treetalk,Moderate listeners,user_005
Wesley Joseph,Light listeners,user_005
Huncho Jack,Light listeners,user_005
Mike Waters,Previously Active Listeners,user_005
Pharrell Williams,Light listeners,user_005
Pooh Shiesty,Previously Active Listeners,user_005
Cages,Previously Active Listeners,user_005
Jubël,Previously Active Listeners,user_005
Life on Planets,Previously Active Listeners,user_005
Tom Enzy,Previously Active Listeners,user_005
Foxygen,Previously Active Listeners,user_005
Squeezie,Previously Active Listeners,user_005
Zigrov,Previously Active Listeners,user_005
Breakbot,Previously Active Listeners,user_005
Marten Hørger,Moderate listeners,user_005
CERES,Previously Active Listeners,user_005
KSHMR,Previously Active Listeners,user_005
Julia Kleijn,Previously Active Listeners,user_005
Keinemusik,Light listeners,user_005
Yung Gravy,Previously Active Listeners,user_005
Ship Wrek,Moderate listeners,user_005
Ben Nicky,Light listeners,user_005
RAC,Previously Active Listeners,user_005
D.O.D,Moderate listeners,user_005
Disney,Previously Active Listeners,user_005
Young M.A,Light listeners,user_005
Ben Hemsley,Light listeners,user_005
Masego,Previously Active Listeners,user_005
Soltan,Previously Active Listeners,user_005
Smooky MarGielaa,Previously Active Listeners,user_005
MOTi,Previously Active Listeners,user_005
The Shapeshifters,Previously Active Listeners,user_005
Lawenta,Previously Active Listeners,user_005
Lady Bee,Previously Active Listeners,user_005
Kolter,Previously Active Listeners,user_005
NEIL FRANCES,Previously Active Listeners,user_005
Dulce María,Previously Active Listeners,user_005
Corona,Previously Active Listeners,user_005
The Rolling Stones,Previously Active Listeners,user_005
Florence Welch,Previously Active Listeners,user_005
Hot Since 82,Previously Active Listeners,user_005
Afroman,Previously Active Listeners,user_005
T.I.,Previously Active Listeners,user_005
Lucas & Steve,Previously Active Listeners,user_005
The Chainsmokers,Light listeners,user_005
Dallas Austin,Previously Active Listeners,user_005
Aminé,Light listeners,user_005
Cristobal Tapia De Veer,Previously Active Listeners,user_005
Joy Williams,Previously Active Listeners,user_005
Zekey,Moderate listeners,user_005
Tommy Newport,Previously Active Listeners,user_005
The Doors,Previously Active Listeners,user_005
Tinie Tempah,Previously Active Listeners,user_005
KOATES,Light listeners,user_005
Alex Adair,Previously Active Listeners,user_005
Dutch Hour,Previously Active Listeners,user_005
A$AP Ferg,Light listeners,user_005
MATVEÏ,Previously Active Listeners,user_005
Zuffo,Previously Active Listeners,user_005
Hunxho,Light listeners,user_005
Black Coffee,Light listeners,user_005
Eden Prince,Previously Active Listeners,user_005
Knxwledge,Previously Active Listeners,user_005
mischluft,Previously Active Listeners,user_005
Nytron,Previously Active Listeners,user_005
Adam Snow,Previously Active Listeners,user_005
Feenixpawl,Previously Active Listeners,user_005
Beltran,Light listeners,user_005
HELLMATE,Moderate listeners,user_005
High Level,Previously Active Listeners,user_005
Odd Future,Previously Active Listeners,user_005
Khalid,Previously Active Listeners,user_005
Tazzy,Previously Active Listeners,user_005
Rapsody,Previously Active Listeners,user_005
Curren$y,Previously Active Listeners,user_005
Calum Scott,Previously Active Listeners,user_005
RUZE,Previously Active Listeners,user_005
Wu-Tang Clan,Previously Active Listeners,user_005
Mufasa,Previously Active Listeners,user_005
Martin Solveig,Previously Active Listeners,user_005
Bless You,Previously Active Listeners,user_005
Caleb Laurenson,Previously Active Listeners,user_005
Sante Sansone,Previously Active Listeners,user_005
DIESEL,Previously Active Listeners,user_005
Sam Dew,Previously Active Listeners,user_005
Macklemore & Ryan Lewis,Previously Active Listeners,user_005
The Jewish Starlight Orchestra,Previously Active Listeners,user_005
small talk,Light listeners,user_005
Labrinth,Previously Active Listeners,user_005
Black Eyed Peas,Previously Active Listeners,user_005
Salvatore Ganacci,Previously Active Listeners,user_005
Yung Bleu,Previously Active Listeners,user_005
Napoleon XIV,Previously Active Listeners,user_005
Avicii,Moderate listeners,user_005
SILK,Previously Active Listeners,user_005
Young the Giant,Previously Active Listeners,user_005
